(NADA).ET	(NNMT).ET	(NAMPT).ET	(NAMPT).Km	(NNMT).Km	Values[cell division rate]	[NAD]	(SIRT).Flux	(NAM import).v	[NAM]	[NMN]	(SIRT).ET	(NAD-consumption without Nam inhibition).ET	Values[scaling].InitialValue
10	0	100	5e-06	0.4	5.41668e-06	2.35487	2.83074e-05	0.0001	13.9685	2.13591	10	10	0.001
10	0	100	5e-06	0.4	5.67402e-06	2.352	3.00913e-05	0.0001	13.1366	2.13331	10	10	0.001
10	0	100	5e-06	0.4	5.94359e-06	2.34895	3.20159e-05	0.0001	12.3431	2.13054	10	10	0.001
10	0	100	5e-06	0.4	6.22597e-06	2.3457	3.40961e-05	0.0001	11.5862	2.12759	10	10	0.001
10	0	100	5e-06	0.4	6.52176e-06	2.34222	3.63483e-05	0.0001	10.8644	2.12444	10	10	0.001
10	0	100	5e-06	0.4	6.8316e-06	2.33851	3.87919e-05	0.0001	10.176	2.12107	10	10	0.001
10	0	100	5e-06	0.4	7.15617e-06	2.33452	4.14486e-05	0.0001	9.51975	2.11746	10	10	0.001
10	0	100	5e-06	0.4	7.49615e-06	2.33025	4.43437e-05	0.0001	8.89412	2.11358	10	10	0.001
10	0	100	5e-06	0.4	7.85229e-06	2.32566	4.75062e-05	0.0001	8.29784	2.10942	10	10	0.001
10	0	100	5e-06	0.4	8.22535e-06	2.32071	5.09698e-05	0.0001	7.72968	2.10493	10	10	0.001
10	0	100	5e-06	0.4	8.61613e-06	2.31537	5.4774e-05	0.0001	7.18846	2.10009	10	10	0.001
10	0	100	5e-06	0.4	9.02548e-06	2.3096	5.89647e-05	0.0001	6.6731	2.09485	10	10	0.001
10	0	100	5e-06	0.4	9.45427e-06	2.30332	6.35961e-05	0.0001	6.18254	2.08916	10	10	0.001
10	0	100	5e-06	0.4	9.90344e-06	2.2965	6.87324e-05	0.0001	5.71583	2.08297	10	10	0.001
10	0	100	5e-06	0.4	1.03739e-05	2.28905	7.44496e-05	0.0001	5.27207	2.07622	10	10	0.001
10	0	100	5e-06	0.4	1.08668e-05	2.2809	8.08386e-05	0.0001	4.85044	2.06882	10	10	0.001
10	0	100	5e-06	0.4	1.13831e-05	2.27193	8.80084e-05	0.0001	4.45017	2.06069	10	10	0.001
10	0	100	5e-06	0.4	1.19239e-05	2.26204	9.60902e-05	0.0001	4.07061	2.05171	10	10	0.001
10	0	100	5e-06	0.4	1.24904e-05	2.25107	0.000105243	0.0001	3.71116	2.04177	10	10	0.001
10	0	100	5e-06	0.4	1.30838e-05	2.23887	0.000115658	0.0001	3.37133	2.0307	10	10	0.001
10	0	100	5e-06	0.4	1.37054e-05	2.22523	0.000127569	0.0001	3.0507	2.01833	10	10	0.001
10	0	100	5e-06	0.4	1.43565e-05	2.20991	0.000141258	0.0001	2.749	2.00444	10	10	0.001
10	0	100	5e-06	0.4	1.50386e-05	2.19263	0.000157065	0.0001	2.46605	1.98877	10	10	0.001
10	0	100	5e-06	0.4	1.57531e-05	2.17308	0.000175396	0.0001	2.20177	1.97103	10	10	0.001
10	0	100	5e-06	0.4	1.65015e-05	2.15087	0.000196729	0.0001	1.95624	1.95089	10	10	0.001
10	0	100	5e-06	0.4	1.72855e-05	2.12561	0.000221611	0.0001	1.72958	1.92798	10	10	0.001
10	0	100	5e-06	0.4	1.81067e-05	2.09688	0.000250644	0.0001	1.52199	1.90193	10	10	0.001
10	0	100	5e-06	0.4	1.89669e-05	2.06431	0.000284454	0.0001	1.33366	1.87238	10	10	0.001
10	0	100	5e-06	0.4	1.98681e-05	2.02757	0.000323639	0.0001	1.16461	1.83907	10	10	0.001
10	0	100	5e-06	0.4	2.0812e-05	1.98653	0.000368697	0.0001	1.01464	1.80184	10	10	0.001
10	0	100	5e-06	0.4	2.18007e-05	1.94121	0.000419947	0.0001	0.883172	1.76074	10	10	0.001
10	0	100	5e-06	0.4	2.28365e-05	1.8919	0.000477479	0.0001	0.769212	1.71602	10	10	0.001
10	0	100	5e-06	0.4	2.39214e-05	1.83908	0.000541127	0.0001	0.671362	1.66812	10	10	0.001
10	0	100	5e-06	0.4	2.50579e-05	1.78343	0.000610503	0.0001	0.587938	1.61765	10	10	0.001
10	0	100	5e-06	0.4	2.62484e-05	1.72568	0.000685057	0.0001	0.517114	1.56527	10	10	0.001
10	0	100	5e-06	0.4	2.74955e-05	1.66659	0.000764151	0.0001	0.457077	1.51167	10	10	0.001
10	0	100	5e-06	0.4	2.88017e-05	1.60683	0.000847123	0.0001	0.406135	1.45748	10	10	0.001
10	0	100	5e-06	0.4	3.01701e-05	1.54701	0.000933336	0.0001	0.362788	1.40322	10	10	0.001
10	0	100	5e-06	0.4	3.16035e-05	1.48763	0.0010222	0.0001	0.325748	1.34937	10	10	0.001
10	0	100	5e-06	0.4	3.31049e-05	1.42908	0.0011132	0.0001	0.293938	1.29627	10	10	0.001
10	0	100	5e-06	0.4	3.46777e-05	1.37167	0.00120586	0.0001	0.266469	1.2442	10	10	0.001
10	0	100	5e-06	0.4	3.63252e-05	1.31563	0.00129978	0.0001	0.242612	1.19337	10	10	0.001
10	0	100	5e-06	0.4	3.8051e-05	1.26111	0.00139461	0.0001	0.221774	1.14392	10	10	0.001
10	0	100	5e-06	0.4	3.98588e-05	1.20823	0.00149001	0.0001	0.203473	1.09595	10	10	0.001
10	0	100	5e-06	0.4	4.17525e-05	1.15706	0.00158572	0.0001	0.187314	1.04954	10	10	0.001
10	0	100	5e-06	0.4	4.37361e-05	1.10764	0.00168148	0.0001	0.172975	1.00472	10	10	0.001
10	0	100	5e-06	0.4	4.5814e-05	1.05999	0.00177706	0.0001	0.160192	0.9615	10	10	0.001
10	0	100	5e-06	0.4	4.79906e-05	1.0141	0.00187226	0.0001	0.148744	0.91988	10	10	0.001
10	0	100	5e-06	0.4	5.02706e-05	0.969965	0.00196688	0.0001	0.138452	0.879846	10	10	0.001
10	0	100	5e-06	0.4	5.26589e-05	0.927548	0.00206074	0.0001	0.129162	0.841372	10	10	0.001
10	0	100	5e-06	0.4	5.51607e-05	0.886817	0.00215368	0.0001	0.120747	0.804428	10	10	0.001
10	0	100	5e-06	0.4	5.77814e-05	0.847731	0.00224553	0.0001	0.1131	0.768975	10	10	0.001
10	0	100	5e-06	0.4	6.05266e-05	0.810245	0.00233617	0.0001	0.10613	0.734974	10	10	0.001
10	0	100	5e-06	0.4	6.34021e-05	0.774312	0.00242544	0.0001	0.0997594	0.70238	10	10	0.001
10	0	100	5e-06	0.4	6.64143e-05	0.73988	0.00251323	0.0001	0.0939205	0.671149	10	10	0.001
10	0	100	5e-06	0.4	6.95696e-05	0.706901	0.00259941	0.0001	0.0885562	0.641235	10	10	0.001
10	0	100	5e-06	0.4	7.28749e-05	0.675322	0.00268387	0.0001	0.0836166	0.612591	10	10	0.001
10	0	100	5e-06	0.4	7.63371e-05	0.645093	0.0027665	0.0001	0.0790586	0.585171	10	10	0.001
10	0	100	5e-06	0.4	7.99638e-05	0.616163	0.00284721	0.0001	0.0748442	0.558929	10	10	0.001
10	0	100	5e-06	0.4	8.37629e-05	0.588483	0.00292592	0.0001	0.0709402	0.533822	10	10	0.001
10	0	100	5e-06	0.4	8.77424e-05	0.562003	0.00300253	0.0001	0.0673175	0.509803	10	10	0.001
10	0	100	5e-06	0.4	9.1911e-05	0.536677	0.00307697	0.0001	0.0639502	0.48683	10	10	0.001
10	0	100	5e-06	0.4	9.62776e-05	0.512458	0.00314918	0.0001	0.0608154	0.464862	10	10	0.001
10	0	100	5e-06	0.4	0.000100852	0.489301	0.00321909	0.0001	0.0578926	0.443856	10	10	0.001
10	0	100	5e-06	0.4	0.000105643	0.467162	0.00328666	0.0001	0.0551637	0.423774	10	10	0.001
10	0	100	5e-06	0.4	0.000110662	0.445999	0.00335183	0.0001	0.0526123	0.404577	10	10	0.001
10	0	100	5e-06	0.4	0.00011592	0.425771	0.00341456	0.0001	0.0502236	0.386229	10	10	0.001
10	0	100	5e-06	0.4	0.000121427	0.406439	0.00347482	0.0001	0.0479846	0.368693	10	10	0.001
10	0	100	5e-06	0.4	0.000127196	0.387965	0.00353258	0.0001	0.0458832	0.351935	10	10	0.001
10	0	100	5e-06	0.4	0.000133239	0.370313	0.00358782	0.0001	0.0439086	0.335922	10	10	0.001
10	0	100	5e-06	0.4	0.000139569	0.353446	0.00364051	0.0001	0.0420509	0.320623	10	10	0.001
10	0	100	5e-06	0.4	0.0001462	0.337332	0.00369065	0.0001	0.0403013	0.306006	10	10	0.001
10	0	100	5e-06	0.4	0.000153146	0.321939	0.00373822	0.0001	0.0386514	0.292042	10	10	0.001
10	0	100	5e-06	0.4	0.000160422	0.307234	0.00378322	0.0001	0.037094	0.278703	10	10	0.001
10	0	100	5e-06	0.4	0.000168043	0.293188	0.00382564	0.0001	0.0356221	0.265963	10	10	0.001
10	0	100	5e-06	0.4	0.000176027	0.279773	0.0038655	0.0001	0.0342295	0.253794	10	10	0.001
10	0	100	5e-06	0.4	0.00018439	0.266961	0.00390279	0.0001	0.0329104	0.242172	10	10	0.001
10	0	100	5e-06	0.4	0.00019315	0.254726	0.00393752	0.0001	0.0316595	0.231073	10	10	0.001
10	0	100	5e-06	0.4	0.000202326	0.243042	0.00396969	0.0001	0.0304721	0.220474	10	10	0.001
10	0	100	5e-06	0.4	0.000211939	0.231885	0.00399933	0.0001	0.0293435	0.210354	10	10	0.001
10	0	100	5e-06	0.4	0.000222008	0.221233	0.00402643	0.0001	0.0282696	0.200691	10	10	0.001
10	0	100	5e-06	0.4	0.000232555	0.211063	0.00405102	0.0001	0.0272467	0.191465	10	10	0.001
10	0	100	5e-06	0.4	0.000243604	0.201353	0.0040731	0.0001	0.0262711	0.182657	10	10	0.001
10	0	100	5e-06	0.4	0.000255177	0.192084	0.00409269	0.0001	0.0253397	0.174249	10	10	0.001
10	0	100	5e-06	0.4	0.000267301	0.183235	0.0041098	0.0001	0.0244494	0.166222	10	10	0.001
10	0	100	5e-06	0.4	0.00028	0.17479	0.00412446	0.0001	0.0235974	0.158561	10	10	0.001
